"GEO_ID";"GEO_NAME";"VARIABLE";VALUE;"UNIT";"STATUS";"STATUS_DESC";"DESC_VAL";"PERIOD_REF";"SOURCE";"LAST_UPDATE";"GEOM_CODE";"GEOM";"GEOM_PERIOD";"MAP_ID";"MAP_URL"
"5905";"Champvent";"Anteil 3-4 Zimmer-Wohnungen, in %";52.4;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"5907";"Chavannes-le-Chêne";"Anteil 3-4 Zimmer-Wohnungen, in %";38.8;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"5908";"Chêne-Pâquier";"Anteil 3-4 Zimmer-Wohnungen, in %";46.1;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"5909";"Cheseaux-Noréaz";"Anteil 3-4 Zimmer-Wohnungen, in %";34.5;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"5910";"Cronay";"Anteil 3-4 Zimmer-Wohnungen, in %";50;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"5911";"Cuarny";"Anteil 3-4 Zimmer-Wohnungen, in %";52.1;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"5912";"Démoret";"Anteil 3-4 Zimmer-Wohnungen, in %";54.9;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"5913";"Donneloye";"Anteil 3-4 Zimmer-Wohnungen, in %";40.2;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"5914";"Ependes (VD)";"Anteil 3-4 Zimmer-Wohnungen, in %";44.9;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"5919";"Mathod";"Anteil 3-4 Zimmer-Wohnungen, in %";50.5;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"5921";"Molondin";"Anteil 3-4 Zimmer-Wohnungen, in %";45;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"5922";"Montagny-près-Yverdon";"Anteil 3-4 Zimmer-Wohnungen, in %";47.7;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"5923";"Oppens";"Anteil 3-4 Zimmer-Wohnungen, in %";46.7;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"5924";"Orges";"Anteil 3-4 Zimmer-Wohnungen, in %";63.8;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"5925";"Orzens";"Anteil 3-4 Zimmer-Wohnungen, in %";45.8;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"5926";"Pomy";"Anteil 3-4 Zimmer-Wohnungen, in %";41;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"5928";"Rovray";"Anteil 3-4 Zimmer-Wohnungen, in %";43.8;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"5929";"Suchy";"Anteil 3-4 Zimmer-Wohnungen, in %";43.7;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"5930";"Suscévaz";"Anteil 3-4 Zimmer-Wohnungen, in %";57.7;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"5931";"Treycovagnes";"Anteil 3-4 Zimmer-Wohnungen, in %";50.2;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"5932";"Ursins";"Anteil 3-4 Zimmer-Wohnungen, in %";34;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"5933";"Valeyres-sous-Montagny";"Anteil 3-4 Zimmer-Wohnungen, in %";44.6;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"5934";"Valeyres-sous-Ursins";"Anteil 3-4 Zimmer-Wohnungen, in %";43.9;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"5935";"Villars-Epeney";"Anteil 3-4 Zimmer-Wohnungen, in %";24.4;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"5937";"Vugelles-La Mothe";"Anteil 3-4 Zimmer-Wohnungen, in %";45.6;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"5938";"Yverdon-les-Bains";"Anteil 3-4 Zimmer-Wohnungen, in %";58.9;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"5939";"Yvonand";"Anteil 3-4 Zimmer-Wohnungen, in %";50.1;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6002";"Brig-Glis";"Anteil 3-4 Zimmer-Wohnungen, in %";55.9;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6004";"Eggerberg";"Anteil 3-4 Zimmer-Wohnungen, in %";58.9;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6007";"Naters";"Anteil 3-4 Zimmer-Wohnungen, in %";59.8;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6008";"Ried-Brig";"Anteil 3-4 Zimmer-Wohnungen, in %";54.8;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6009";"Simplon";"Anteil 3-4 Zimmer-Wohnungen, in %";42.6;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6010";"Termen";"Anteil 3-4 Zimmer-Wohnungen, in %";60.7;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6011";"Zwischbergen";"Anteil 3-4 Zimmer-Wohnungen, in %";57.7;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6021";"Ardon";"Anteil 3-4 Zimmer-Wohnungen, in %";54.6;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6022";"Chamoson";"Anteil 3-4 Zimmer-Wohnungen, in %";57.7;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6023";"Conthey";"Anteil 3-4 Zimmer-Wohnungen, in %";63.2;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6024";"Nendaz";"Anteil 3-4 Zimmer-Wohnungen, in %";58.2;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6025";"Vétroz";"Anteil 3-4 Zimmer-Wohnungen, in %";49.8;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6032";"Bourg-Saint-Pierre";"Anteil 3-4 Zimmer-Wohnungen, in %";58.2;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6033";"Liddes";"Anteil 3-4 Zimmer-Wohnungen, in %";47.7;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6034";"Orsières";"Anteil 3-4 Zimmer-Wohnungen, in %";60.5;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6035";"Sembrancher";"Anteil 3-4 Zimmer-Wohnungen, in %";55;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6037";"Val de Bagnes";"Anteil 3-4 Zimmer-Wohnungen, in %";49.3;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6052";"Bellwald";"Anteil 3-4 Zimmer-Wohnungen, in %";65.4;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6054";"Binn";"Anteil 3-4 Zimmer-Wohnungen, in %";59.1;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6056";"Ernen";"Anteil 3-4 Zimmer-Wohnungen, in %";55.4;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6057";"Fiesch";"Anteil 3-4 Zimmer-Wohnungen, in %";62.4;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6058";"Fieschertal";"Anteil 3-4 Zimmer-Wohnungen, in %";69.1;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6061";"Lax";"Anteil 3-4 Zimmer-Wohnungen, in %";52.6;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6076";"Obergoms";"Anteil 3-4 Zimmer-Wohnungen, in %";57.3;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6077";"Goms";"Anteil 3-4 Zimmer-Wohnungen, in %";59.1;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6082";"Ayent";"Anteil 3-4 Zimmer-Wohnungen, in %";54;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6083";"Evolène";"Anteil 3-4 Zimmer-Wohnungen, in %";56.2;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6084";"Hérémence";"Anteil 3-4 Zimmer-Wohnungen, in %";58.9;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6087";"Saint-Martin (VS)";"Anteil 3-4 Zimmer-Wohnungen, in %";85.2;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6089";"Vex";"Anteil 3-4 Zimmer-Wohnungen, in %";44.1;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6090";"Mont-Noble";"Anteil 3-4 Zimmer-Wohnungen, in %";69;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6101";"Agarn";"Anteil 3-4 Zimmer-Wohnungen, in %";62;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6102";"Albinen";"Anteil 3-4 Zimmer-Wohnungen, in %";53.7;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6104";"Ergisch";"Anteil 3-4 Zimmer-Wohnungen, in %";53.6;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6109";"Inden";"Anteil 3-4 Zimmer-Wohnungen, in %";48.1;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6110";"Leuk";"Anteil 3-4 Zimmer-Wohnungen, in %";57.1;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6111";"Leukerbad";"Anteil 3-4 Zimmer-Wohnungen, in %";29.8;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6112";"Oberems";"Anteil 3-4 Zimmer-Wohnungen, in %";68.3;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6113";"Salgesch";"Anteil 3-4 Zimmer-Wohnungen, in %";58.9;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6116";"Varen";"Anteil 3-4 Zimmer-Wohnungen, in %";54.8;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6117";"Guttet-Feschel";"Anteil 3-4 Zimmer-Wohnungen, in %";64.5;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6118";"Gampel-Bratsch";"Anteil 3-4 Zimmer-Wohnungen, in %";51.3;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6119";"Turtmann-Unterems";"Anteil 3-4 Zimmer-Wohnungen, in %";56.1;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6131";"Bovernier";"Anteil 3-4 Zimmer-Wohnungen, in %";64.1;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6133";"Fully";"Anteil 3-4 Zimmer-Wohnungen, in %";51.8;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6134";"Isérables";"Anteil 3-4 Zimmer-Wohnungen, in %";66;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6135";"Leytron";"Anteil 3-4 Zimmer-Wohnungen, in %";54.7;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6136";"Martigny";"Anteil 3-4 Zimmer-Wohnungen, in %";59;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6137";"Martigny-Combe";"Anteil 3-4 Zimmer-Wohnungen, in %";45.8;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"6139";"Riddes";"Anteil 3-4 Zimmer-Wohnungen, in %";47.4;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
